timestamp,open,high,low,close,volume
2020-06-12 16:00:00,188.0600,188.5200,187.4900,187.7300,1430496
2020-06-12 15:55:00,187.9500,188.8500,187.4800,188.0500,814218
2020-06-12 15:50:00,187.3200,188.0400,187.3200,187.9800,525003
2020-06-12 15:45:00,187.0400,187.3400,186.7700,187.3000,391429
2020-06-12 15:40:00,186.7500,187.2900,186.6690,187.0400,306377
2020-06-12 15:35:00,186.5800,186.7900,186.1500,186.7400,283616
2020-06-12 15:30:00,186.6758,187.0980,186.2400,186.5800,309446
2020-06-12 15:25:00,187.4598,187.5899,186.6300,186.6850,244267
2020-06-12 15:20:00,187.8500,187.8900,187.0100,187.4450,342792
2020-06-12 15:15:00,187.4100,187.9400,187.4000,187.8250,242894
2020-06-12 15:10:00,187.4000,188.0900,187.2500,187.4199,340222
2020-06-12 15:05:00,187.1200,187.7200,187.1200,187.4200,389715
2020-06-12 15:00:00,187.0800,187.1900,186.6500,187.1100,194813
2020-06-12 14:55:00,186.6700,187.0800,186.3200,187.0756,240198
2020-06-12 14:50:00,186.5300,187.1200,186.4100,186.6801,257219
2020-06-12 14:45:00,186.6100,186.9000,186.1300,186.4400,237479
2020-06-12 14:40:00,187.1100,187.2400,186.5200,186.6200,198253
2020-06-12 14:35:00,186.5200,187.5500,186.3800,187.0900,533989
2020-06-12 14:30:00,186.0700,186.5700,186.0550,186.4901,232670
2020-06-12 14:25:00,185.9300,186.3500,185.8300,186.0500,264408
2020-06-12 14:20:00,186.5800,186.7600,185.9100,185.9400,342507
2020-06-12 14:15:00,185.6150,186.8200,185.6100,186.5400,370719
2020-06-12 14:10:00,186.1900,186.1900,185.3800,185.6000,316340
2020-06-12 14:05:00,185.3200,186.5899,185.1800,186.1700,458863
2020-06-12 14:00:00,185.9400,186.3400,185.2600,185.3101,363625
2020-06-12 13:55:00,185.4400,185.9700,185.2500,185.9350,458584
2020-06-12 13:50:00,186.3900,186.5600,185.3200,185.4150,563425
2020-06-12 13:45:00,186.3400,186.9299,186.0700,186.3800,283588
2020-06-12 13:40:00,186.6232,186.9100,186.1100,186.3400,407175
2020-06-12 13:35:00,187.1300,187.3900,186.6045,186.6350,385880
2020-06-12 13:30:00,187.1100,187.5900,187.0000,187.1360,271588
2020-06-12 13:25:00,187.4000,187.8100,187.0200,187.1250,315350
2020-06-12 13:20:00,187.7200,187.7900,187.2800,187.4000,197314
2020-06-12 13:15:00,187.9100,187.9100,187.4400,187.7200,260176
2020-06-12 13:10:00,187.7900,188.0500,187.5600,187.9100,213395
2020-06-12 13:05:00,188.4200,189.0500,187.7400,187.7800,8844716
2020-06-12 11:00:00,188.9484,189.2300,187.9600,189.1200,60879
2020-06-12 10:55:00,189.7376,189.7376,188.6401,188.9600,455053
2020-06-12 10:50:00,189.9600,190.3800,189.6200,189.7101,411414
2020-06-12 10:45:00,189.6880,190.0600,189.5800,189.9600,381678
2020-06-12 10:40:00,190.4000,190.4000,189.5600,189.6800,357252
2020-06-12 10:35:00,190.0680,190.4800,189.9600,190.4100,300477
2020-06-12 10:30:00,190.2500,190.9700,190.0600,190.0700,791799
2020-06-12 10:20:00,190.0532,190.2900,189.8200,190.1500,149429
2020-06-12 10:15:00,190.8350,190.8500,189.9500,190.0650,393581
2020-06-12 10:10:00,191.1300,191.1736,190.7500,190.8139,375698
2020-06-12 10:05:00,190.9750,191.2700,190.5600,191.1200,438443
2020-06-12 10:00:00,191.1600,191.2350,190.8300,190.9600,306380
2020-06-12 09:55:00,191.1100,191.4300,190.8400,191.1600,417089
2020-06-12 09:50:00,191.5900,191.7200,190.6100,190.8800,716522
2020-06-12 09:45:00,190.8100,191.6700,190.7000,191.5200,693554
2020-06-12 09:40:00,190.7900,191.1800,190.1800,190.8100,728591
2020-06-12 09:35:00,190.5400,191.3200,189.8600,190.7750,2269846
2020-06-11 16:00:00,187.1400,187.2100,186.0700,186.2600,2105010
2020-06-11 15:55:00,187.0300,187.6400,186.4000,187.1200,1610203
2020-06-11 15:50:00,188.3700,188.3800,187.0200,187.1100,749853
2020-06-11 15:45:00,187.2000,188.4200,187.1700,188.3700,634764
2020-06-11 15:40:00,187.4700,187.6900,186.9500,187.2200,596354
2020-06-11 15:35:00,187.2500,187.8400,186.8400,187.4600,617898
2020-06-11 15:30:00,187.1800,187.5100,186.7900,187.2300,685792
2020-06-11 15:25:00,188.0400,188.0600,187.1500,187.2000,488543
2020-06-11 15:20:00,188.2300,188.7800,187.6100,188.0350,473181
2020-06-11 15:15:00,188.5900,189.0000,188.1700,188.2370,404072
2020-06-11 15:10:00,188.6200,188.8600,188.1700,188.5700,413016
2020-06-11 15:05:00,187.6490,188.6400,187.5700,188.6215,538301
2020-06-11 15:00:00,187.7300,188.2100,187.5400,187.7400,371203
2020-06-11 14:55:00,187.9800,188.2400,187.6600,187.7500,374262
2020-06-11 14:50:00,188.0300,188.5400,187.9600,187.9800,380870
2020-06-11 14:45:00,188.2300,188.4050,187.7800,188.0600,519591
2020-06-11 14:40:00,188.6300,188.6700,188.0500,188.2150,343849
2020-06-11 14:35:00,188.9401,189.1200,188.4100,188.6100,397613
2020-06-11 14:30:00,188.9800,189.3500,188.8600,188.9500,263330
2020-06-11 14:25:00,188.5273,189.0871,188.4500,188.9900,280868
2020-06-11 14:20:00,188.6300,188.8700,188.4300,188.5700,298609
2020-06-11 14:15:00,189.1500,189.3600,188.5700,188.6300,315676
2020-06-11 14:10:00,188.9700,189.5300,188.9600,189.1800,496412
2020-06-11 14:05:00,189.6100,189.6200,188.9400,188.9950,310307
2020-06-11 14:00:00,189.7500,189.8900,189.3650,189.6200,230214
2020-06-11 13:55:00,189.2400,189.7800,189.1000,189.7700,237257
2020-06-11 13:50:00,189.0127,189.5100,189.0000,189.2400,220133
2020-06-11 13:45:00,189.4000,189.5450,188.9700,189.0102,285379
2020-06-11 13:40:00,190.1100,190.1100,189.3100,189.4000,230504
2020-06-11 13:35:00,189.9091,190.2600,189.7200,190.0900,264505
2020-06-11 13:30:00,190.5350,190.6300,189.7800,189.9077,400888
2020-06-11 13:25:00,189.9500,190.5900,189.9500,190.5400,373319
2020-06-11 13:20:00,189.6100,190.1600,189.5000,189.9500,496842
2020-06-11 13:15:00,189.2400,189.6500,188.8800,189.6066,355800
2020-06-11 13:10:00,189.2100,189.4300,188.9100,189.2800,297793
2020-06-11 13:05:00,188.6200,189.3300,188.4003,189.2500,438179
2020-06-11 13:00:00,188.3600,188.9800,188.2000,188.6200,520505
2020-06-11 12:55:00,188.6000,188.9399,188.3450,188.3450,447664
2020-06-11 12:50:00,189.2500,189.5300,188.3400,188.5932,677366
2020-06-11 12:45:00,190.1116,190.3400,189.1364,189.2150,384755
2020-06-11 12:40:00,190.2099,190.4512,190.0300,190.1000,246835
2020-06-11 12:35:00,189.8000,190.5700,189.7700,190.2000,353979
2020-06-11 12:30:00,190.4800,190.4800,189.4300,189.8200,709583
2020-06-11 12:25:00,190.3800,190.8700,190.3800,190.5000,455686
2020-06-11 12:20:00,191.2650,191.3189,190.3000,190.3800,528990
2020-06-11 12:15:00,191.6600,191.8700,191.1500,191.2500,323782
2020-06-11 12:10:00,192.4000,192.4400,191.5800,191.6400,530258
